,feature,variable,type,effect_size,pval,padj,abs_effect_size
36756,F10063,cell_type,categorical,0.13703051981462935,0.0,0.0,0.13703051981462935
8548,F5639,G2M_score,continuous,0.13695363700389862,7.009915805774453e-208,5.045589275925371e-207,0.13695363700389862
16708,F10183,Hypoxia,continuous,0.13693641126155853,7.905954496966379e-208,5.689665272252543e-207,0.13693641126155853
2045,F6246,n_measured_vars,continuous,0.13686981797218323,1.2586870781187647e-207,9.054202075749346e-207,0.13686981797218323
34276,F2357,cell_type,categorical,0.13677156804972992,0.0,0.0,0.13677156804972992
33839,F1086,cell_type,categorical,0.13674795586219662,0.0,0.0,0.13674795586219662
33538,F173,cell_type,categorical,0.1367402780554623,0.0,0.0,0.1367402780554623
35899,F7395,cell_type,categorical,0.136674550284009,0.0,0.0,0.136674550284009
35575,F6423,cell_type,categorical,0.13666397688892198,0.0,0.0,0.13666397688892198
36564,F9421,cell_type,categorical,0.1366299250260421,0.0,0.0,0.1366299250260421
33750,F797,cell_type,categorical,0.1365748991948872,0.0,0.0,0.1365748991948872
37432,F1795,tissue,categorical,0.13650787670277745,0.0,0.0,0.13650787670277745
40004,F9721,tissue,categorical,0.13648981665823431,0.0,0.0,0.13648981665823431
34760,F3876,cell_type,categorical,0.1364501731971339,0.0,0.0,0.1364501731971339
7967,F3843,G2M_score,continuous,0.13643969595432281,2.522844173471766e-206,1.81171674734133e-205,0.13643969595432281
36281,F8529,cell_type,categorical,0.1364232479722434,0.0,0.0,0.1364232479722434
14775,F4169,Hypoxia,continuous,0.13641062378883362,3.088139360674825e-206,2.2163109495261124e-205,0.13641062378883362
17852,F3345,n_counts,continuous,0.13624799251556396,9.566749464238859e-206,6.8627591198010985e-205,0.13624799251556396
16553,F9660,Hypoxia,continuous,-0.13615205883979797,1.862741989534135e-205,1.3360434970687679e-204,0.13615205883979797
9445,F8401,G2M_score,continuous,0.13613678514957428,2.071181953154403e-205,1.4853188572254157e-204,0.13613678514957428
13169,F9563,Inflammation Response,continuous,0.13612909615039825,2.184611213089574e-205,1.5664233865677606e-204,0.13612909615039825
34656,F3553,cell_type,categorical,0.1361069454565517,0.0,0.0,0.1361069454565517
20178,F271,n_genes,continuous,-0.13605907559394836,3.5517632377615112e-205,2.545928222669484e-204,0.13605907559394836
19901,F9660,n_counts,continuous,0.13603512942790985,4.193656473437479e-205,3.005582052338861e-204,0.13603512942790985
29005,F6803,pct_ribo,continuous,-0.13595867156982422,7.126497159881803e-205,5.103639035568829e-204,0.13595867156982422
19165,F7426,n_counts,continuous,0.13583509624004364,1.6779872795863416e-204,1.2005895247866128e-203,0.13583509624004364
37933,F3328,tissue,categorical,0.1357696125204713,0.0,0.0,0.1357696125204713
4054,F2082,S_score,continuous,0.13570789992809296,4.0477599905456825e-204,2.892173876171604e-203,0.13570789992809296
29709,F8895,pct_ribo,continuous,0.1356162428855896,7.630878496853151e-204,5.450693948559904e-203,0.1356162428855896
34103,F1847,cell_type,categorical,0.13557788004961882,0.0,0.0,0.13557788004961882
42209,F6209,tissue_general,categorical,0.1355115819751745,0.0,0.0,0.1355115819751745
36229,F8401,cell_type,categorical,0.1353789928864582,0.0,0.0,0.1353789928864582
4520,F3535,S_score,continuous,0.13534227013587952,5.063813767152851e-203,3.613199556918685e-202,0.13534227013587952
33994,F1538,cell_type,categorical,0.1353023605969781,0.0,0.0,0.1353023605969781
27372,F1764,pct_ribo,continuous,0.13527646660804749,7.973123868775054e-203,5.686492117730133e-202,0.13527646660804749
9022,F7147,G2M_score,continuous,-0.13525941967964172,8.968026894480047e-203,6.395091382900787e-202,0.13525941967964172
39181,F7200,tissue,categorical,0.13523897499326348,0.0,0.0,0.13523897499326348
35385,F5794,cell_type,categorical,0.13520503663588165,0.0,0.0,0.13520503663588165
39897,F9368,tissue,categorical,0.1351551437555584,0.0,0.0,0.1351551437555584
35967,F7620,cell_type,categorical,0.1351470900253164,0.0,0.0,0.1351470900253164
12714,F8156,Inflammation Response,continuous,0.13509789109230042,2.7301061314431247e-202,1.94506056532911e-201,0.13509789109230042
36053,F7880,cell_type,categorical,0.13493420595743644,0.0,0.0,0.13493420595743644
6301,F8958,S_score,continuous,-0.13492214679718018,9.151912297047872e-202,6.511360552325863e-201,0.13492214679718018
12734,F8215,Inflammation Response,continuous,0.1349097639322281,9.965969339827562e-202,7.088390210870979e-201,0.1349097639322281
38624,F5473,tissue,categorical,0.1348438871226223,0.0,0.0,0.1348438871226223
23127,F9246,n_genes,continuous,0.13481010496616364,1.977294071449484e-201,1.4055160405972128e-200,0.13481010496616364
42782,F7966,tissue_general,categorical,0.13474982813260533,0.0,0.0,0.13474982813260533
16830,F271,n_counts,continuous,-0.13474032282829285,3.193533153186467e-201,2.2693645536106137e-200,0.13474032282829285
5865,F7710,S_score,continuous,0.13473911583423615,3.2202216885687013e-201,2.2879828859571345e-200,0.13473911583423615
26493,F9316,pct_mito,continuous,-0.13468283414840698,4.7393582658490256e-201,3.3668263206558885e-200,0.13468283414840698
34820,F4044,cell_type,categorical,0.13459318007798435,0.0,0.0,0.13459318007798435
23229,F9599,n_genes,continuous,0.13449698686599731,1.6961793373569232e-200,1.2033194778355337e-199,0.13449698686599731
23166,F9398,n_genes,continuous,0.1344650387763977,2.111554225434359e-200,1.4975453117651578e-199,0.1344650387763977
17004,F777,n_counts,continuous,0.13435351848602295,4.5331187231715084e-200,3.2115529140340832e-199,0.13435351848602295
3612,F777,S_score,continuous,0.13435052335262299,4.627098450371355e-200,3.2776387874536215e-199,0.13435052335262299
36080,F7946,cell_type,categorical,0.13431124405402298,0.0,0.0,0.13431124405402298
12560,F7706,Inflammation Response,continuous,0.1342649757862091,8.311700925197411e-200,5.884096749219952e-199,0.1342649757862091
22093,F6107,n_genes,continuous,0.13423693180084229,1.0069728819581767e-199,7.127579722613057e-199,0.13423693180084229
35777,F7023,cell_type,categorical,0.1342284520591814,0.0,0.0,0.1342284520591814
39044,F6786,tissue,categorical,0.1341601441306195,0.0,0.0,0.1341601441306195
26035,F7938,pct_mito,continuous,-0.13415901362895966,1.7157751353058562e-199,1.2139141455404693e-198,0.13415901362895966
11348,F3934,Inflammation Response,continuous,-0.13405705988407135,3.4444076833907577e-199,2.4358219211812247e-198,0.13405705988407135
6387,F9246,S_score,continuous,-0.13404838740825653,3.654935893631015e-199,2.5839239095968765e-198,0.13404838740825653
37729,F2710,tissue,categorical,0.134031175079575,0.0,0.0,0.134031175079575
35007,F4644,cell_type,categorical,0.13402850209224548,0.0,0.0,0.13402850209224548
39429,F7947,tissue,categorical,0.13399091121741682,0.0,0.0,0.13399091121741682
6273,F8895,S_score,continuous,-0.13395150005817413,7.083141810938102e-199,5.005292069384754e-198,0.13395150005817413
33683,F597,cell_type,categorical,0.13392816193884272,0.0,0.0,0.13392816193884272
5999,F8084,S_score,continuous,-0.13389670848846436,1.0296031444823977e-198,7.273482831677309e-198,0.13389670848846436
39242,F7382,tissue,categorical,0.13368410604671835,0.0,0.0,0.13368410604671835
36889,F185,tissue,categorical,0.13366091771419245,0.0,0.0,0.13366091771419245
40153,F10217,tissue,categorical,0.1335950145102086,0.0,0.0,0.1335950145102086
34420,F2835,cell_type,categorical,0.13355754713915804,0.0,0.0,0.13355754713915804
37937,F3338,tissue,categorical,0.13354446052387467,0.0,0.0,0.13354446052387467
5598,F6891,S_score,continuous,0.1335168182849884,1.3705304062970994e-197,9.662981528874496e-197,0.1335168182849884
8833,F6562,G2M_score,continuous,0.1335136443376541,1.4005084347589573e-197,9.872857776210234e-197,0.1335136443376541
8069,F4144,G2M_score,continuous,0.1334478110074997,2.191558366778278e-197,1.5444703618648542e-196,0.1334478110074997
39453,F8028,tissue,categorical,0.13341634823668266,0.0,0.0,0.13341634823668266
18745,F6107,n_counts,continuous,0.13339665532112122,3.1032189872928055e-197,2.1859645382084217e-196,0.13339665532112122
42347,F6658,tissue_general,categorical,0.1333827777810954,0.0,0.0,0.1333827777810954
24778,F4057,pct_mito,continuous,0.13336941599845886,3.7345213727729337e-197,2.6294800328167786e-196,0.13336941599845886
8280,F4826,G2M_score,continuous,-0.13336625695228577,3.81547237486486e-197,2.6860742137979228e-196,0.13336625695228577
5008,F5038,S_score,continuous,0.13336515426635742,3.844217398629828e-197,2.705904158410832e-196,0.13336515426635742
33555,F226,cell_type,categorical,0.13335459933070656,0.0,0.0,0.13335459933070656
33565,F256,cell_type,categorical,0.1333300578904015,0.0,0.0,0.1333300578904015
42503,F7153,tissue_general,categorical,0.13331657120089474,0.0,0.0,0.13331657120089474
3828,F1434,S_score,continuous,0.1332312971353531,9.543081590839503e-197,6.711227611790385e-196,0.1332312971353531
17189,F1334,n_counts,continuous,0.1332150250673294,1.0657380117264617e-196,7.492616182037305e-196,0.1332150250673294
5881,F7751,S_score,continuous,0.13320723176002502,1.1236673909154409e-196,7.8963325257853895e-196,0.13320723176002502
12695,F8084,Inflammation Response,continuous,0.13316035270690918,1.5445544070512708e-196,1.0850772507090403e-195,0.13316035270690918
10565,F1557,Inflammation Response,continuous,-0.13315163552761078,1.638784813016077e-196,1.1511032782210334e-195,0.13315163552761078
35389,F5804,cell_type,categorical,0.13312208390664526,0.0,0.0,0.13312208390664526
29912,F9571,pct_ribo,continuous,-0.1331135481595993,2.1219018710053001e-196,1.4902275171974894e-195,0.1331135481595993
3986,F1887,S_score,continuous,-0.1331072598695755,2.214335444977016e-196,1.5549113254975685e-195,0.1331072598695755
17892,F3473,n_counts,continuous,-0.13308130204677582,2.640609170972752e-196,1.853963946402559e-195,0.13308130204677582
11175,F3397,Inflammation Response,continuous,-0.1330752968788147,2.7503397077163385e-196,1.930716231542313e-195,0.1330752968788147
33854,F1134,cell_type,categorical,0.13306428903078846,0.0,0.0,0.13306428903078846
38828,F6099,tissue,categorical,0.1330635392509932,0.0,0.0,0.1330635392509932
42872,F8230,tissue_general,categorical,0.13304424554182143,0.0,0.0,0.13304424554182143
9151,F7511,G2M_score,continuous,0.13301105797290802,4.2511868095886273e-196,2.9825120212399063e-195,0.13301105797290802
38394,F4766,tissue,categorical,0.13279631566933248,0.0,0.0,0.13279631566933248
8201,F4569,G2M_score,continuous,0.13269846141338348,3.5277474147670164e-195,2.4720074274922945e-194,0.13269846141338348
26704,F10040,pct_mito,continuous,-0.1326906383037567,3.719589495873964e-195,2.6060478154051484e-194,0.1326906383037567
20409,F980,n_genes,continuous,0.13269038498401642,3.726069973009892e-195,2.6101980537276887e-194,0.13269038498401642
23324,F9935,n_genes,continuous,-0.13268958032131195,3.746210176993819e-195,2.6239145758525742e-194,0.13268958032131195
29700,F8869,pct_ribo,continuous,0.1326620876789093,4.511324024590524e-195,3.159342293151158e-194,0.1326620876789093
36015,F7761,cell_type,categorical,0.1326191883632193,0.0,0.0,0.1326191883632193
12966,F8892,Inflammation Response,continuous,-0.13261021673679352,6.405293928845383e-195,4.4843754597885105e-194,0.13261021673679352
18246,F4572,n_counts,continuous,0.13259737193584442,6.985814753805474e-195,4.8900703276638325e-194,0.13259737193584442
29074,F6997,pct_ribo,continuous,-0.13245806097984314,1.7895441385131864e-194,1.2517461999759748e-193,0.13245806097984314
16222,F8608,Hypoxia,continuous,0.1324111521244049,2.4559488544252096e-194,1.7173688602807464e-193,0.1324111521244049
22991,F8824,n_genes,continuous,-0.13232769072055817,4.311749263871251e-194,3.01282515647247e-193,0.13232769072055817
41305,F3393,tissue_general,categorical,0.13222485307969695,0.0,0.0,0.13222485307969695
35119,F4965,cell_type,categorical,0.13221893985388122,0.0,0.0,0.13221893985388122
27336,F1656,pct_ribo,continuous,-0.13218817114830017,1.1038211525219152e-193,7.708329121127415e-193,0.13218817114830017
38565,F5325,tissue,categorical,0.13213790088311925,0.0,0.0,0.13213790088311925
19643,F8824,n_counts,continuous,-0.13212482631206512,1.690890477843294e-193,1.1800985479075475e-192,0.13212482631206512
3452,F313,S_score,continuous,-0.132096067070961,2.0519036572983102e-193,1.4316288809896756e-192,0.132096067070961
5803,F7511,S_score,continuous,0.1320345401763916,3.104249982769708e-193,2.165536615454409e-192,0.1320345401763916
35128,F4987,cell_type,categorical,0.1319051199916825,0.0,0.0,0.1319051199916825
8768,F6338,G2M_score,continuous,0.13183856010437012,1.1586906888146483e-192,8.07826118788044e-192,0.13183856010437012
37180,F1076,tissue,categorical,0.13182845140006785,0.0,0.0,0.13182845140006785
16429,F9235,Hypoxia,continuous,0.13182422518730164,1.2758282990845337e-192,8.893608571488737e-192,0.13182422518730164
41985,F5514,tissue_general,categorical,0.13181002363337238,0.0,0.0,0.13181002363337238
36033,F7820,cell_type,categorical,0.1317723923566001,0.0,0.0,0.1317723923566001
17584,F2521,n_counts,continuous,-0.13176679611206055,1.876032085322674e-192,1.3069764551611827e-191,0.13176679611206055
16188,F8516,Hypoxia,continuous,0.13173243403434753,2.3628043896312993e-192,1.6456072414680276e-191,0.13173243403434753
5374,F6177,S_score,continuous,0.13169030845165253,3.1343752947509416e-192,2.182005626252282e-191,0.13169030845165253
10619,F1731,Inflammation Response,continuous,-0.13168184459209442,3.3173606387369593e-192,2.3090485277528772e-191,0.13168184459209442
6144,F8516,S_score,continuous,-0.131674662232399,3.4812053678430745e-192,2.4227328582262894e-191,0.131674662232399
10365,F980,Inflammation Response,continuous,-0.13163983821868896,4.396986757192636e-192,3.059613469167655e-191,0.13163983821868896
33756,F814,cell_type,categorical,0.13162642868425906,0.0,0.0,0.13162642868425906
11544,F4557,Inflammation Response,continuous,0.13162386417388916,4.8939585086634136e-192,3.4049224167741064e-191,0.13162386417388916
38332,F4564,tissue,categorical,0.13162243137323584,0.0,0.0,0.13162243137323584
6622,F10060,S_score,continuous,0.1315886229276657,6.198075580257399e-192,4.3109689656896394e-191,0.1315886229276657
35403,F5858,cell_type,categorical,0.1315517593372299,0.0,0.0,0.1315517593372299
25816,F7292,pct_mito,continuous,-0.13154996931552887,8.030471655529156e-192,5.584633048040988e-191,0.13154996931552887
42620,F7474,tissue_general,categorical,0.13154725689681343,0.0,0.0,0.13154725689681343
28665,F5727,pct_ribo,continuous,-0.1314825862646103,1.2612567442963913e-191,8.767258804487684e-191,0.1314825862646103
12171,F6513,Inflammation Response,continuous,0.1314716786146164,1.3567891609406138e-191,9.428528028407479e-191,0.1314716786146164
12451,F7370,Inflammation Response,continuous,0.13145577907562256,1.5092665565382862e-191,1.0486561227106812e-190,0.13145577907562256
37475,F1906,tissue,categorical,0.13143593001995382,0.0,0.0,0.13143593001995382
37301,F1409,tissue,categorical,0.13141616591098854,0.0,0.0,0.13141616591098854
3758,F1232,S_score,continuous,0.13135552406311035,2.9524153060977483e-191,2.0504609605484317e-190,0.13135552406311035
4177,F2482,S_score,continuous,-0.1313537359237671,2.9880856532122845e-191,2.0749266775906106e-190,0.1313537359237671
36222,F8370,cell_type,categorical,0.13129886009788477,0.0,0.0,0.13129886009788477
2521,F7719,n_measured_vars,continuous,0.1311904489994049,8.902308183844199e-191,6.176272782610202e-190,0.1311904489994049
3061,F9337,n_measured_vars,continuous,0.131108820438385,1.5356933491201054e-190,1.0649655076188428e-189,0.131108820438385
922,F2776,n_measured_vars,continuous,0.1310749351978302,1.9255545539561548e-190,1.3349296413701064e-189,0.1310749351978302
38669,F5608,tissue,categorical,0.13102808420553647,0.0,0.0,0.13102808420553647
6092,F8392,S_score,continuous,-0.13094621896743774,4.545158340701354e-190,3.149159818852237e-189,0.13094621896743774
36505,F9187,cell_type,categorical,0.1309418582391461,0.0,0.0,0.1309418582391461
39937,F9502,tissue,categorical,0.13090770005317665,0.0,0.0,0.13090770005317665
33710,F674,cell_type,categorical,0.13089174177646143,0.0,0.0,0.13089174177646143
11417,F4144,Inflammation Response,continuous,-0.13086684048175812,7.715690494932298e-190,5.34431572156741e-189,0.13086684048175812
5563,F6784,S_score,continuous,-0.13086619973182678,7.748672194229888e-190,5.3663676579187845e-189,0.13086619973182678
35219,F5329,cell_type,categorical,0.13083095625412242,0.0,0.0,0.13083095625412242
8336,F4966,G2M_score,continuous,0.13078336417675018,1.3456047551445933e-189,9.314899731669971e-189,0.13078336417675018
19391,F8084,n_counts,continuous,0.130745530128479,1.7311041574055179e-189,1.197996664194765e-188,0.130745530128479
39638,F8553,tissue,categorical,0.1307363450414727,0.0,0.0,0.1307363450414727
38202,F4146,tissue,categorical,0.13070973397410454,0.0,0.0,0.13070973397410454
23558,F369,pct_mito,continuous,0.1306474506855011,3.325261053333335e-189,2.3005407541231006e-188,0.1306474506855011
36591,F9509,cell_type,categorical,0.13063446366448134,0.0,0.0,0.13063446366448134
33932,F1350,cell_type,categorical,0.1306219207691459,0.0,0.0,0.1306219207691459
